Item	Page_Lines	Para	Text
6215	751.8 - 751.10	[TITLE II SEC. 22305.(a)(1)] (f)(2)(C)(i)	multiple modes of transportation, including ingress and egress from freight facilities; or
6216	751.11 - 751.13	[TITLE II SEC. 22305.(a)(1)] (f)(2)(C)(ii)	users of nonvehicular modes of transportation, such as pedestrians, bicyclists, and public transportation;
6217	751.14 - 751.15	[TITLE II SEC. 22305.(a)(1)] (f)(2)(D)	whether the proposed project is identified in—
6218	751.16 - 751.18	[TITLE II SEC. 22305.(a)(1)] (f)(2)(D)(i)	the freight investment plan component of a State freight plan, as required under section 70202(b)(9);
6219	751.19 - 751.20	[TITLE II SEC. 22305.(a)(1)] (f)(2)(D)(ii)	a State rail plan prepared in accordance with chapter 227; or
6220	751.21 - 751.25	[TITLE II SEC. 22305.(a)(1)] (f)(2)(D)(iii)	a State highway-rail grade crossing action plan, as required under section 11401(b) of the Passenger Rail Reform and Investment Act of 2015 (title XI of Public Law 114–94); and
6221	752.1 - 752.2	[TITLE II SEC. 22305.(a)(1)] (f)(2)(E)	the level of financial support provided by impacted rail carriers.
6222	752.3 - 752.5	[TITLE II SEC. 22305.(a)(1)] (f)(3)	AWARD DISTRIBUTION.—In selecting grants for Program funds in any fiscal year, the Secretary shall comply with the following limitations:
6223	752.6 - 752.18	[TITLE II SEC. 22305.(a)(1)] (f)(3)(A)	GRANT FUNDS.—Not less than 20 percent of the grant funds available for the Program in any fiscal year shall be reserved for projects located in rural areas or on Tribal lands. The requirement under section 22907(l), which applies to this section, shall not apply to grant funds reserved specifically under this subparagraph. Not less than 5 percent of the grant funds reserved under this subparagraph shall be reserved for projects in counties with 20 or fewer residents per square mile, according to the most recent decennial census, provided that sufficient eligible applications have been submitted.
6224	752.19 - 752.24	[TITLE II SEC. 22305.(a)(1)] (f)(3)(B)	PLANNING GRANTS.—Not less than 25 percent of the grant funds set aside for planning projects in any fiscal year pursuant to section 22104(b) of the Passenger Rail Expansion and Rail Safety Act of 2021 shall be awarded for projects located in rural areas or on tribal lands.
6225	753.1 - 753.4	[TITLE II SEC. 22305.(a)(1)] (f)(3)(C)	STATE LIMITATION.—Not more than 20 percent of the grant funds available for the Program in any fiscal year may be selected for projects in any single State.
6226	753.5 - 753.8	[TITLE II SEC. 22305.(a)(1)] (f)(3)(D)	MINIMUM SIZE.—No grant awarded under this section shall be for less than $1,000,000, except for a planning grant described in subsection (d)(6).
6227	753.9 - 753.9	[TITLE II SEC. 22305.(a)(1)] (g)	COST SHARE.—Except as provided in paragraph (2), the Federal share of the cost of a project carried out using a grant under the Program may not exceed 80 percent of the total cost of the project. Applicants may count costs incurred for preliminary engineering associated with highway-rail and pathway-rail grade crossing improvement projects as part of the total project costs.
6229	753.16 - 753.22	[TITLE II SEC. 22305.(a)(1)] (h)	CONGRESSIONAL NOTIFICATION.—Not later than 3 days before awarding a grant for a project under the Program, the Secretary shall submit written notification of the proposed grant to the Committee on Commerce, Science, and Transportation of the Senate and the Committee on Transportation and Infrastructure of the House of Representatives, which shall include—
6230	753.23 - 753.23	[TITLE II SEC. 22305.(a)(1)] (h)(1)	a summary of the project; and
6231	753.24 - 753.24	[TITLE II SEC. 22305.(a)(1)] (h)(2)	the amount of the proposed grant award.
6232	754.1 - 754.4	[TITLE II SEC. 22305.(a)(1)] (i)	ANNUAL REPORT.—Not later than 60 days after each round of award notifications, the Secretary shall post, on the public website of the Department of Transportation—
6233	754.5 - 754.7	[TITLE II SEC. 22305.(a)(1)] (i)(1)	a list of all eligible applicants that submitted an application for funding under the Program during the current fiscal year;
6234	754.8 - 754.10	[TITLE II SEC. 22305.(a)(1)] (i)(2)	a list of the grant recipients and projects that received grant funding under the Program during such fiscal year; and
6235	754.11 - 754.12	[TITLE II SEC. 22305.(a)(1)] (i)(3)	a list of the proposed projects and applicants that were determined to be ineligible.
6236	754.13 - 754.14	[TITLE II SEC. 22305.(a)(1)] (j)	COMMUTER RAIL ELIGIBILITY AND GRANT CONDITIONS.—
6237	754.15 - 754.17	[TITLE II SEC. 22305.(a)(1)] (j)(1)	IN GENERAL.—Section 22905(f) shall not apply to grants awarded under this section for commuter rail passenger transportation projects.
6238	754.18 - 754.23	[TITLE II SEC. 22305.(a)(1)] (j)(2)	ADMINISTRATION OF FUNDS.—The Secretary of Transportation shall transfer amounts awarded under this section for commuter rail passenger transportation projects to the Federal Transit Administration, which shall administer such funds in accordance with chapter 53.
6239	754.24 - 754.24	[TITLE II SEC. 22305.(a)(1)] (j)(3)	PROTECTIVE ARRANGEMENTS.—
6240	755.1 - 755.11	[TITLE II SEC. 22305.(a)(1)] (j)(3)(A)	IN GENERAL.—Notwithstanding paragraph (2) and section 22905(e)(1), as a condition of receiving a grant under this section, any employee covered by the Railway Labor Act (45 U.S.C. 151 et seq.) and the Railroad Retirement Act of 1974 (45 U.S.C. 231 et seq.) who is adversely affected by actions taken in connection with the project financed in whole or in part by such grant shall be covered by employee protective arrangements required to be established under section 22905(c)(2)(B).
6241	755.12 - 755.14	[TITLE II SEC. 22305.(a)(1)] (j)(3)(B)	IMPLEMENTATION.—A grant recipient under this section, and the successors, assigns, and contractors of such grant recipient—
6242	755.15 - 755.17	[TITLE II SEC. 22305.(a)(1)] (j)(3)(B)(i)	shall be bound by the employee protective arrangements required under subparagraph (A); and
6243	755.18 - 755.23	[TITLE II SEC. 22305.(a)(1)] (j)(3)(B)(ii)	shall be responsible for the implementation of such arrangements and for the obligations under such arrangements, but may arrange for another entity to take initial responsibility for compliance with the conditions of such arrangement.
6244	756.1 - 756.3	[TITLE II SEC. 22305.(a)(1)] (k)	DEFINED TERM.—In this section, the term ‘rural area’ means any area that is not within an area designated as an urbanized area by the Bureau of the Census.’’.
6245	756.4 - 756.6	TITLE II SEC. 22305.(b)	CLERICAL AMENDMENT.—The analysis for chapter 229 of title 49, United States Code, is amended by adding at the end the following:
6246	756.7 - 756.7	TITLE II SEC. 22306.	INTERSTATE RAIL COMPACTS.
6247	756.8 - 756.10	TITLE II SEC. 22306.(a)	IN GENERAL.—Chapter 229 of title 49, United States Code (as amended by section 22305(a)), is further amended by adding at the end the following:
6248	756.11 - 756.11	[TITLE II SEC. 22306.(a)] 22910.	Interstate Rail Compacts Grant Program (a) GRANTS AUTHORIZED.—The Secretary of Transportation shall establish a competitive grant program to provide financial assistance to entities implementing interstate rail compacts pursuant to section 410 of the Amtrak Reform and Accountability Act of 1997 (49 U.S.C. 24101 note) for—
6250	756.18 - 756.18	[TITLE II SEC. 22306.(a)] 22910.(1)	costs of administration;
6251	756.19 - 756.20	[TITLE II SEC. 22306.(a)] 22910.(2)	systems planning, including studying the impacts on freight rail operations and ridership;
6252	756.21 - 756.22	[TITLE II SEC. 22306.(a)] 22910.(3)	promotion of intercity passenger rail operation;
6253	756.23 - 756.24	[TITLE II SEC. 22306.(a)] 22910.(4)	preparation of applications for competitive Federal grant programs; and
6254	756.25 - 756.25	[TITLE II SEC. 22306.(a)] 22910.(5)	operations coordination. (b) MAXIMUM AMOUNT.—The Secretary may not award a grant under this section in an amount exceeding $1,000,000 per year.
6262	758.1 - 758.3	[TITLE II SEC. 22306.(a)] 22910.(6)	whether the applicant has prepared regional rail or corridor service development plans and corresponding environmental analysis; and
6263	758.4 - 758.10	[TITLE II SEC. 22306.(a)] 22910.(7)	whether the applicant has engaged with appropriate government entities and transportation providers to identify projects necessary to enhance multimodal connections or facilitate service integration between rail service and other modes, including between intercity passenger rail service and intercity bus service or commercial air service. (d) NUMERICAL LIMITATION.—The Secretary may not award grants under this section for more than 10 interstate rail compacts in any fiscal year.
6273	759.16 - 759.18	TITLE II SEC. 22306.(b)	CLERICAL AMENDMENT.—The analysis for chapter 229 of title 49, United States Code (as amended by section 22305(b)), is amended by adding at the end the following:
6274	759.19 - 759.21	TITLE II SEC. 22306.(c)	IDENTIFICATION.—Section 410 of the Amtrak Reform and Accountability Act of 1997 (Public Law 105–134; 49 U.S.C. 24101 note) is amended—
6275	759.22 - 759.23	TITLE II SEC. 22306.(c)(1)	in subsection (b)(2), by striking ‘‘(except funds made available for Amtrak)’’; and
6276	759.24 - 759.24	TITLE II SEC. 22306.(c)(2)	by adding at the end the following:
6277	760.1 - 760.6	[TITLE II SEC. 22306.(c)(2)] (c)	NOTIFICATION REQUIREMENT.—Any State that enters into an interstate compact pursuant to subsection (a) shall notify the Secretary of Transportation of such compact not later than 60 days after it is formed. The failure of any State to notify the Secretary under this subsection shall not affect the status of the interstate compact.
6278	760.7 - 760.8	[TITLE II SEC. 22306.(c)(2)] (d)	INTERSTATE RAIL COMPACTS PROGRAM.—The Secretary of Transportation shall—
6279	760.9 - 760.14	[TITLE II SEC. 22306.(c)(2)] (d)(1)	make available on a publicly accessible website a list of interstate rail compacts established under subsection (a) before the date of enactment of the Passenger Rail Expansion and Rail Safety Act of 2021 and interstate rail compacts established after such date; and
6280	760.15 - 760.19	[TITLE II SEC. 22306.(c)(2)] (d)(2)	make information regarding interstate rail compacts available to the public, including how States may establish interstate rail compacts under subsection (a), and update such information, as necessary.’’.
6281	760.20 - 760.21	TITLE II SEC. 22307.	FEDERAL-STATE PARTNERSHIP FOR INTERCITY PASSENGER RAIL GRANTS.
6282	760.22 - 760.23	TITLE II SEC. 22307.(a)	IN GENERAL.—Section 24911 of title 49, United States Code, is amended—
6283	761.1 - 761.3	TITLE II SEC. 22307.(a)(1)	in the section heading, by striking ‘‘for state of good repair’’ and inserting ‘‘for intercity passenger rail’’;
6284	761.4 - 761.4	TITLE II SEC. 22307.(a)(2)	in subsection (a)—
6285	761.5 - 761.5	TITLE II SEC. 22307.(a)(2)(A)	in paragraph (1)—
6286	761.6 - 761.7	TITLE II SEC. 22307.(a)(2)(A)(i)	in subparagraph (F), by striking ‘‘or’’ at the end;
6287	761.8 - 761.9	TITLE II SEC. 22307.(a)(2)(A)(ii)	by redesignating subsection (G) as subsection (H);
6288	761.10 - 761.10	TITLE II SEC. 22307.(a)(2)(A)(iii)	by inserting after subparagraph (F), the following:
6290	761.12 - 761.13	[TITLE II SEC. 22307.(a)(2)(A)(iii)] (G)	a federally recognized Indian Tribe; or’’; and
6291	761.14 - 761.15	TITLE II SEC. 22307.(a)(2)(A)(iv)	in subsection (H), as redesignated, by striking ‘‘(F)’’ and inserting ‘‘(G)’’;
6292	761.16 - 761.16	TITLE II SEC. 22307.(a)(2)(B)	by striking paragraphs (2) and (5); and
6293	761.17 - 761.17	TITLE II SEC. 22307.(a)(2)(C)	by redesignating paragraphs (3) and (4) as paragraphs (2) and (3), respectively;
6295	761.19 - 761.24	TITLE II SEC. 22307.(a)(3)	in subsection (b), by striking ‘‘with respect to qualified railroad assets’’ and inserting ‘‘, improve performance, or expand or establish new intercity passenger rail service, including privately operated intercity passenger rail service if an eligible applicant is involved;’’;
6296	762.1 - 762.2	TITLE II SEC. 22307.(a)(4)	by striking subsections (c) through (e) and inserting the following:
6297	762.3 - 762.5	[TITLE II SEC. 22307.(a)(4)] (c)	ELIGIBLE PROJECTS.—The following capital projects, including acquisition of real property interests, are eligible to receive grants under this section:
6298	762.6 - 762.9	[TITLE II SEC. 22307.(a)(4)] (c)(1)	A project to replace, rehabilitate, or repair infrastructure, equipment, or a facility used for providing intercity passenger rail service to bring such assets into a state of good repair.
6299	762.10 - 762.15	[TITLE II SEC. 22307.(a)(4)] (c)(2)	A project to improve intercity passenger rail service performance, including reduced trip times, increased train frequencies, higher operating speeds, improved reliability, expanded capacity, reduced congestion, electrification, and other improvements, as determined by the Secretary.
6300	762.16 - 762.17	[TITLE II SEC. 22307.(a)(4)] (c)(3)	A project to expand or establish new intercity passenger rail service.
6301	762.18 - 762.19	[TITLE II SEC. 22307.(a)(4)] (c)(4)	A group of related projects described in paragraphs (1) through (3).
6302	762.20 - 762.22	[TITLE II SEC. 22307.(a)(4)] (c)(5)	The planning, environmental studies, and final design for a project or group of projects described in paragraphs (1) through (4).
6303	762.23 - 762.24	[TITLE II SEC. 22307.(a)(4)] (d)	PROJECT SELECTION CRITERIA.—In selecting a project for funding under this section—
6304	763.1 - 763.2	[TITLE II SEC. 22307.(a)(4)] (d)(1)	for projects located on the Northeast Corridor, the Secretary shall—
6305	763.3 - 763.11	[TITLE II SEC. 22307.(a)(4)] (d)(1)(A)	make selections consistent with the Northeast Corridor Project Inventory published pursuant to subsection (e)(1), unless when necessary to address materially changed infrastructure or service conditions, changes in project sponsor capabilities or commitments, or other significant changes since the completion of the most recently issued Northeast Corridor Project Inventory; and
6306	763.12 - 763.16	[TITLE II SEC. 22307.(a)(4)] (d)(1)(B)	for projects that benefit intercity and commuter rail services, only make such selections when Amtrak and the public authorities providing commuter rail passenger transportation at the eligible project location—
6307	763.17 - 763.18	[TITLE II SEC. 22307.(a)(4)] (d)(1)(B)(i)	are in compliance with section 24905(c)(2); and
6308	763.19 - 763.23	[TITLE II SEC. 22307.(a)(4)] (d)(1)(B)(ii)	identify funding for the intercity passenger rail share, the commuter rail share, and the local share of the eligible project before the commencement of the project;
6309	763.24 - 763.25	[TITLE II SEC. 22307.(a)(4)] (d)(2)	for projects not located on the Northeast Corridor, the Secretary shall—
6310	764.1 - 764.1	[TITLE II SEC. 22307.(a)(4)] (d)(2)(A)	give preference to eligible projects—
6311	764.2 - 764.3	[TITLE II SEC. 22307.(a)(4)] (d)(2)(A)(i)	for which Amtrak is not the sole applicant;
6312	764.4 - 764.7	[TITLE II SEC. 22307.(a)(4)] (d)(2)(A)(ii)	that improve the financial performance, reliability, service frequency, or address the state of good repair of an Amtrak route; and
6313	764.8 - 764.12	[TITLE II SEC. 22307.(a)(4)] (d)(2)(A)(iii)	that are identified in, and consistent with, a corridor inventory prepared under the Corridor Identification and Development Program pursuant to section 25101; and
6314	764.13 - 764.13	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)	take into account—
6315	764.14 - 764.17	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(i)	the cost-benefit analysis of the proposed project, including anticipated private and public benefits relative to the costs of the proposed project, including—
6316	764.18 - 764.22	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(i)(I)	effects on system and service performance, including as measured by applicable metrics set forth in part 273 of title 49, Code of Federal Regulations (or successor regulations);
6317	764.23 - 765.2	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(i)(II)	effects on safety, competitiveness, reliability, trip or transit time, greenhouse gas emissions, and resilience;
6318	765.3 - 765.7	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(i)(III)	anticipated positive economic and employment impacts, including development in areas near passenger stations, historic districts, or other opportunity zones;
6319	765.8 - 765.9	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(i)(IV)	efficiencies from improved connections with other modes; and
6320	765.10 - 765.11	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(i)(V)	ability to meet existing or anticipated demand;
6321	765.12 - 765.16	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(ii)	the degree to which the proposed project’s business plan considers potential private sector participation in the financing, construction, or operation of the proposed project;
6322	765.17 - 765.20	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(iii)	the applicant’s past performance in developing and delivering similar projects, and previous financial contributions;
6323	765.21 - 765.22	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(iv)	whether the applicant has, or will have—
6324	765.23 - 765.24	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(iv)(I)	the legal, financial, and technical capacity to carry out the project;
6325	766.1 - 766.2	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(iv)(II)	satisfactory continuing access to the equipment or facilities; and
6326	766.3 - 766.5	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(iv)(III)	the capability and willingness to maintain the equipment or facilities;
6327	766.6 - 766.9	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(v)	if applicable, the consistency of the project with planning guidance and documents set forth by the Secretary or otherwise required by law;
6328	766.10 - 766.12	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(vi)	whether the proposed project serves historically unconnected or underconnected communities; and
6329	766.13 - 766.14	[TITLE II SEC. 22307.(a)(4)] (d)(2)(B)(vii)	any other relevant factors, as determined by the Secretary; and
6330	766.15 - 766.15	[TITLE II SEC. 22307.(a)(4)] (d)(3)	the Secretary shall reserve—
6331	766.16 - 766.21	[TITLE II SEC. 22307.(a)(4)] (d)(3)(A)	not less than 45 percent of the amounts appropriated for grants under this section for projects not located along the Northeast Corridor, of which not less than 20 percent shall be for projects that benefit (in whole or in part) a long-distance route; and
6332	766.22 - 767.2	[TITLE II SEC. 22307.(a)(4)] (d)(3)(B)	not less than 45 percent of the amounts appropriated for grants under this section for projects listed on the Northeast Corridor project inventory published pursuant to subsection (e)(1).
6333	767.3 - 767.9	[TITLE II SEC. 22307.(a)(4)] (e)	LONG-TERM PLANNING.—Not later than 1 year after the date of enactment of the Passenger Rail Expansion and Rail Safety Act of 2021, and every 2 years thereafter, the Secretary shall create a predictable project pipeline that will assist Amtrak, States, and the public with long-term capital planning by publishing a Northeast Corridor project inventory that—
6334	767.10 - 767.12	[TITLE II SEC. 22307.(a)(4)] (e)(1)	identifies capital projects for Federal investment, project applicants, and proposed Federal funding levels under this section;
6335	767.13 - 767.20	[TITLE II SEC. 22307.(a)(4)] (e)(2)	specifies the order in which the Secretary will provide grant funding to projects that have identified sponsors and are located along the Northeast Corridor, including a method and plan for apportioning funds to project sponsors for the 2-year period, which may be altered by the Secretary, as necessary, if recipients are not carrying out projects in accordance with the anticipated schedule;
6336	767.21 - 767.24	[TITLE II SEC. 22307.(a)(4)] (e)(3)	takes into consideration the appropriate sequence and phasing of projects described in the Northeast Corridor capital investment plan developed pursuant to section 24904(a);
6337	768.1 - 768.3	[TITLE II SEC. 22307.(a)(4)] (e)(4)	is consistent with the most recent Northeast Corridor service development plan update described in section 24904(d);
6338	768.4 - 768.8	[TITLE II SEC. 22307.(a)(4)] (e)(5)	takes into consideration the existing commitments and anticipated Federal, project applicant, sponsor, and other relevant funding levels for the next 5 fiscal years based on information currently available to the Secretary; and
6339	768.9 - 768.11	[TITLE II SEC. 22307.(a)(4)] (e)(6)	is developed in consultation with the Northeast Corridor Commission and the owners of Northeast Corridor infrastructure and facilities.’’;
6340	768.12 - 768.13	TITLE II SEC. 22307.(a)(5)	in subsection (f)(2), by inserting ‘‘, except as specified under paragraph (4)’’ after ‘‘80 percent’’;
6341	768.14 - 768.14	TITLE II SEC. 22307.(a)(6)	in subsection (g)—
6342	768.15 - 768.17	TITLE II SEC. 22307.(a)(6)(A)	in the subsection heading, by inserting ‘‘; PHASED FUNDING AGREEMENTS’’ after ‘‘INTENT’’;
6343	768.18 - 768.18	TITLE II SEC. 22307.(a)(6)(B)	in paragraph (1)—
6344	768.19 - 768.21	TITLE II SEC. 22307.(a)(6)(B)(i)	in the paragraph heading, by striking ‘‘IN GENERAL’’ and inserting ‘‘LETTERS OF INTENT’’; and
6345	768.22 - 768.23	TITLE II SEC. 22307.(a)(6)(B)(ii)	by striking ‘‘shall, to the maximum extent practicable,’’ and inserting ‘‘may’’;
6346	768.24 - 768.24	TITLE II SEC. 22307.(a)(6)(C)	by redesignating paragraphs (2) and (3) as paragraphs (3) and (4), respectively;
6348	769.1 - 769.2	TITLE II SEC. 22307.(a)(6)(D)	by inserting after paragraph (1) the following:
6349	769.3 - 769.3	[TITLE II SEC. 22307.(a)(6)(D)] (2)	PHASED FUNDING AGREEMENTS.—
6350	769.4 - 769.6	[TITLE II SEC. 22307.(a)(6)(D)] (2)(A)	IN GENERAL.—The Secretary may enter into a phased funding agreement with an applicant if—
6351	769.7 - 769.10	[TITLE II SEC. 22307.(a)(6)(D)] (2)(A)(i)	the project is highly rated, based on the evaluations and ratings conducted pursuant to this section and the applicable notice of funding opportunity; and
6352	769.11 - 769.13	[TITLE II SEC. 22307.(a)(6)(D)] (2)(A)(ii)	the Federal assistance to be provided for the project under this section is more than $80,000,000.
6353	769.14 - 769.15	[TITLE II SEC. 22307.(a)(6)(D)] (2)(B)	TERMS.—A phased funding agreement shall—
6354	769.16 - 769.18	[TITLE II SEC. 22307.(a)(6)(D)] (2)(B)(i)	establish the terms of participation by the Federal Government in the project;
6355	769.19 - 769.20	[TITLE II SEC. 22307.(a)(6)(D)] (2)(B)(ii)	establish the maximum amount of Federal financial assistance for the project;
6356	769.21 - 769.24	[TITLE II SEC. 22307.(a)(6)(D)] (2)(B)(iii)	include the period of time for completing the project, even if such period extends beyond the period for which Federal financial assistance is authorized;
6357	770.1 - 770.3	[TITLE II SEC. 22307.(a)(6)(D)] (2)(B)(iv)	make timely and efficient management of the project easier in accordance with Federal law; and
6358	770.4 - 770.9	[TITLE II SEC. 22307.(a)(6)(D)] (2)(B)(v)	if applicable, specify when the process for complying with the National Environmental Policy Act of 1969 (42 U.S.C. 4321 et seq.) and related environmental laws will be completed for the project.
6359	770.10 - 770.10	[TITLE II SEC. 22307.(a)(6)(D)] (2)(C)	SPECIAL FINANCIAL RULES.—
6360	770.11 - 770.19	[TITLE II SEC. 22307.(a)(6)(D)] (2)(C)(i)	IN GENERAL.—A phased funding agreement under this paragraph obligates an amount of available budget authority specified in law and may include a commitment, contingent on amounts to be specified in law in advance for commitments under this paragraph, to obligate an additional amount from future available budget authority specified in law.
6361	770.20 - 770.23	[TITLE II SEC. 22307.(a)(6)(D)] (2)(C)(ii)	STATEMENT OF CONTINGENT COMMITMENT.—The agreement shall state that the contingent commitment is not an obligation of the Government.
6362	770.24 - 771.11	[TITLE II SEC. 22307.(a)(6)(D)] (2)(C)(iii)	INTEREST AND OTHER FINANCING COSTS.—Interest and other financing costs of efficiently carrying out a part of the project within a reasonable time are a cost of carrying out the project under a phased funding agreement, except that eligible costs may not be more than the cost of the most favorable financing terms reasonably available for the project at the time of borrowing. The applicant shall certify, to the satisfaction of the Secretary, that the applicant has shown reasonable diligence in seeking the most favorable financing terms.
6363	771.12 - 772.2	[TITLE II SEC. 22307.(a)(6)(D)] (2)(C)(iv)	FAILURE TO CARRY OUT PROJECT.—If an applicant does not carry out the project for reasons within the control of the applicant, the applicant shall repay all Federal grant funds awarded for the project from all Federal funding sources, for all project activities, facilities, and equipment, plus reasonable interest and penalty charges allowable by law or established by the Secretary in the phased funding agreement. For purposes of this clause, a process for complying with the National Environmental Policy Act of 1969 (42 U.S.C. 4321 et seq.) that results in the selection of the no build alternative is not within the applicant’s control.
6364	772.3 - 772.8	[TITLE II SEC. 22307.(a)(6)(D)] (2)(C)(v)	CREDITING OF FUNDS RECEIVED.—Any funds received by the Government under this paragraph, except for interest and penalty charges, shall be credited to the appropriation account from which the funds were originally derived.’’;
6365	772.9 - 772.9	TITLE II SEC. 22307.(a)(6)(E)	in paragraph (3), as redesignated—
6366	772.10 - 772.13	TITLE II SEC. 22307.(a)(6)(E)(i)	in subparagraph (A), in the matter preceding clause (i), by inserting ‘‘a phased funding agreement under paragraph (2) or’’ after ‘‘issuing’’; and
6367	772.14 - 772.16	TITLE II SEC. 22307.(a)(6)(E)(ii)	in subparagraph (B)(i), by inserting ‘‘the phased funding agreement or’’ after ‘‘a copy of’’; and
6368	772.17 - 772.17	TITLE II SEC. 22307.(a)(6)(F)	in paragraph (4), as redesignated—
6369	772.18 - 772.19	TITLE II SEC. 22307.(a)(6)(F)(i)	by striking ‘‘An obligation’’ and inserting the following:
6370	772.20 - 772.21	[TITLE II SEC. 22307.(a)(6)(F)(i)] (B)	APPROPRIATIONS REQUIRED.—An obligation’’; and
6371	772.22 - 772.22	TITLE II SEC. 22307.(a)(6)(F)(ii)	by inserting before subparagraph (B), as added by clause (i), the following:
6373	772.24 - 773.3	[TITLE II SEC. 22307.(a)(6)(F)(ii)] (A)	IN GENERAL.—The Secretary may enter into phased funding agreements under this subsection that contain contingent commitments to incur obligations in such amounts as the Secretary determines are appropriate.’’;
6374	773.4 - 773.5	TITLE II SEC. 22307.(a)(7)	in subsection (i), by striking ‘‘section 22905’’ and inserting ‘‘sections 22903 and 22905’’; and
6375	773.6 - 773.6	TITLE II SEC. 22307.(a)(8)	by adding at the end the following:
6376	773.7 - 773.15	[TITLE II SEC. 22307.(a)(8)] (j)	ANNUAL REPORT ON PHASED FUNDING AGREEMENTS AND LETTERS OF INTENT.—Not later than the first Monday in February of each year, the Secretary shall submit a report to the Committee on Commerce, Science, and Transportation of the Senate, the Committee on Appropriations of the Senate, the Committee on Transportation and Infrastructure of the House of Representatives, and the Committee on Appropriations of the House of Representatives that includes—
6377	773.16 - 773.18	[TITLE II SEC. 22307.(a)(8)] (j)(1)	a proposal for the allocation of amounts to be available to finance grants for projects under this section among applicants for such amounts;
6378	773.19 - 773.21	[TITLE II SEC. 22307.(a)(8)] (j)(2)	evaluations and ratings, as applicable, for each project that has received a phased funding agreement or a letter of intent; and
6379	773.22 - 774.3	[TITLE II SEC. 22307.(a)(8)] (j)(3)	recommendations for each project that has received a phased funding agreement or a letter of intent for funding based on the evaluations and ratings, as applicable, and on existing commitments and anticipated funding levels for the next 3 fiscal years based on information currently available to the Secretary.
6380	774.4 - 774.8	[TITLE II SEC. 22307.(a)(8)] (k)	REGIONAL PLANNING GUIDANCE CORRIDOR PLANNING.—The Secretary may withhold up to 5 percent of the total amount made available for this section to carry out planning and development activities related to section 25101, including—
6381	774.9 - 774.12	[TITLE II SEC. 22307.(a)(8)] (k)(1)	providing funding to public entities for the development of service development plans selected under the Corridor Identification and Development Program;
6382	774.13 - 774.14	[TITLE II SEC. 22307.(a)(8)] (k)(2)	facilitating and providing guidance for intercity passenger rail systems planning; and
6383	774.15 - 774.17	[TITLE II SEC. 22307.(a)(8)] (k)(3)	providing funding for the development and refinement of intercity passenger rail systems planning analytical tools and models.’’.
6384	774.18 - 774.21	TITLE II SEC. 22307.(b)	CLERICAL AMENDMENT.—The analysis for chapter 249 of title 49, United States Code, is amended by striking the item relating to section 24911 and inserting the following:
6385	775.1 - 775.2	TITLE II SEC. 22308.	CORRIDOR IDENTIFICATION AND DEVELOPMENT PROGRAM.
6386	775.3 - 775.5	TITLE II SEC. 22308.(a)	IN GENERAL.—Part C of subtitle V of title 49, United States Code, is amended by adding at the end the following:
6387	775.6 - 775.7	[TITLE II SEC. 22308.(a)] CHAPTER 251	—PASSENGER RAIL PLANNING
6388	775.8 - 775.9	[TITLE II SEC. 22308.(a)] 25101.	Corridor Identification and Development Program (a) IN GENERAL.—Not later than 180 days after the date of enactment of the Passenger Rail Expansion and Rail Safety Act of 2021, the Secretary of Transportation shall establish a program to facilitate the development of intercity passenger rail corridors. The program shall include—
6464	784.6 - 784.9	TITLE II SEC. 22308.(b)	CLERICAL AMENDMENT.—The table of chapters for subtitle V of title 49, United States Code, is amended by inserting after the item relating to chapter 249 the following:
6465	784.10 - 784.12	TITLE II SEC.     22309.	SURFACE TRANSPORTATION BOARD PASSENGER RAIL PROGRAM. The Surface Transportation Board shall— (1) establish a passenger rail program with primary responsibility for carrying out the Board’s passenger rail responsibilities; and
6468	784.20 - 784.21	TITLE II SEC. 22401.	RAILWAY-HIGHWAY CROSSINGS PROGRAM EVALUATION.
6469	784.22 - 785.2	TITLE II SEC. 22401.(a)	IN GENERAL.—Not later than 3 years after the date of enactment of this Act, the Secretary shall evaluate the requirements of the railway-highway crossings program authorized under section 130 of title 23, United States Code, to determine whether—
6470	785.3 - 785.6	TITLE II SEC. 22401.(a)(1)	the requirements of the program provide States sufficient flexibility to adequately address current and emerging highway-rail grade crossing safety issues;
6471	785.7 - 785.11	TITLE II SEC. 22401.(a)(2)	the structure of the program provides sufficient incentives and resources to States and local agencies to make changes at highway-rail grade crossings that are most effective at reducing deaths and injuries;
6472	785.12 - 785.15	TITLE II SEC. 22401.(a)(3)	there are appropriate tools and resources to support States in using data driven programs to determine the most cost-effective use of program funds; and
